 TIME                    	HPT2pin                  	HPT1pin                  	HPT2mout                 	HPT1mout                 	
  +7.7500000000000000E+00	  +3.5252463249947148E+01	  +1.4017360234248284E+02	  +1.0140970635362196E+05	  +1.1231000000000000E+05	
  +7.8750000000000000E+00	  +3.5252462287811120E+01	  +1.4017360210051388E+02	  +1.0140970305775595E+05	  +1.1231000000000000E+05	
  +8.0000000000000000E+00	  +3.5252462234585813E+01	  +1.4017360208712816E+02	  +1.0140970296741495E+05	  +1.1231000000000000E+05	
  +8.1250000000000000E+00	  +3.5252462241331308E+01	  +1.4017360208882457E+02	  +1.0140970311839187E+05	  +1.1231000000000000E+05	
  +8.2500000000000000E+00	  +3.5252462364015969E+01	  +1.4017360211967872E+02	  +1.0140970348744730E+05	  +1.1231000000000000E+05	
  +8.3750000000000000E+00	  +3.5252462420974446E+01	  +1.4017360213400329E+02	  +1.0140970371008979E+05	  +1.1231000000000000E+05	
  +8.5000000000000000E+00	  +3.5252462430267038E+01	  +1.4017360213634029E+02	  +1.0140970358494272E+05	  +1.1231000000000000E+05	
  +8.6250000000000000E+00	  +3.5252462398068680E+01	  +1.4017360212824269E+02	  +1.0140970346264497E+05	  +1.1231000000000000E+05	
  +8.7500000000000000E+00	  +3.5252463342788900E+01	  +1.4017360236583175E+02	  +1.0140970661459169E+05	  +1.1231000000000000E+05	
  +8.8750000000000000E+00	  +3.5252463250092070E+01	  +1.4017360234251927E+02	  +1.0140970635644953E+05	  +1.1231000000000000E+05	
  +9.0000000000000000E+00	  +3.5252462288995396E+01	  +1.4017360210081171E+02	  +1.0140970305907165E+05	  +1.1231000000000000E+05	
  +9.1250000000000000E+00	  +3.5252462232411219E+01	  +1.4017360208658127E+02	  +1.0140970296051055E+05	  +1.1231000000000000E+05	
  +9.2500000000000000E+00	  +3.5252462240777042E+01	  +1.4017360208868519E+02	  +1.0140970311744447E+05	  +1.1231000000000000E+05	
  +9.3750000000000000E+00	  +3.5252462363185302E+01	  +1.4017360211946982E+02	  +1.0140970348617896E+05	  +1.1231000000000000E+05	
  +9.5000000000000000E+00	  +3.5252462420019469E+01	  +1.4017360213376313E+02	  +1.0140970371243486E+05	  +1.1231000000000000E+05	
  +9.6250000000000000E+00	  +3.5252462430497729E+01	  +1.4017360213639833E+02	  +1.0140970358512962E+05	  +1.1231000000000000E+05	
  +9.7500000000000000E+00	  +3.5252462398201217E+01	  +1.4017360212827603E+02	  +1.0140970346223863E+05	  +1.1231000000000000E+05	
  +9.8750000000000000E+00	  +3.5252463342729207E+01	  +1.4017360236581675E+02	  +1.0140970661334199E+05	  +1.1231000000000000E+05	
  +1.0000000000000000E+01	  +3.5252463248607199E+01	  +1.4017360234214587E+02	  +1.0140970635177786E+05	  +1.1231000000000000E+05	
  +1.0125000000000000E+01	  +3.5252462289187946E+01	  +1.4017360210086011E+02	  +1.0140970305990952E+05	  +1.1231000000000000E+05	
  +1.0250000000000000E+01	  +3.5252462232651965E+01	  +1.4017360208664181E+02	  +1.0140970296167863E+05	  +1.1231000000000000E+05	
  +1.0375000000000000E+01	  +3.5252462240943700E+01	  +1.4017360208872711E+02	  +1.0140970311820017E+05	  +1.1231000000000000E+05	
  +1.0500000000000000E+01	  +3.5252462363292700E+01	  +1.4017360211949682E+02	  +1.0140970348606996E+05	  +1.1231000000000000E+05	
  +1.0625000000000000E+01	  +3.5252462419956466E+01	  +1.4017360213374729E+02	  +1.0140970371218346E+05	  +1.1231000000000000E+05	
  +1.0750000000000000E+01	  +3.5252462430369107E+01	  +1.4017360213636596E+02	  +1.0140970358474804E+05	  +1.1231000000000000E+05	
  +1.0875000000000000E+01	  +3.5252462398092007E+01	  +1.4017360212824855E+02	  +1.0140970346208283E+05	  +1.1231000000000000E+05	
  +1.1000000000000000E+01	  +3.5252463342851911E+01	  +1.4017360236584761E+02	  +1.0140970661378962E+05	  +1.1231000000000000E+05	
  +1.1125000000000000E+01	  +3.5252463248638044E+01	  +1.4017360234215363E+02	  +1.0140970635182726E+05	  +1.1231000000000000E+05	
  +1.1250000000000000E+01	  +3.5252462289188919E+01	  +1.4017360210086036E+02	  +1.0140970305984328E+05	  +1.1231000000000000E+05	
  +1.1375000000000000E+01	  +3.5252462232616445E+01	  +1.4017360208663288E+02	  +1.0140970296151128E+05	  +1.1231000000000000E+05	
  +1.1500000000000000E+01	  +3.5252462240917104E+01	  +1.4017360208872043E+02	  +1.0140970311815631E+05	  +1.1231000000000000E+05	
  +1.1625000000000000E+01	  +3.5252462363299649E+01	  +1.4017360211949858E+02	  +1.0140970348612696E+05	  +1.1231000000000000E+05	
  +1.1750000000000000E+01	  +3.5252462419970449E+01	  +1.4017360213375079E+02	  +1.0140970371224884E+05	  +1.1231000000000000E+05	
  +1.1875000000000000E+01	  +3.5252462430389173E+01	  +1.4017360213637102E+02	  +1.0140970358479008E+05	  +1.1231000000000000E+05	
  +1.2000000000000000E+01	  +3.5252462398084660E+01	  +1.4017360212824670E+02	  +1.0140970346204034E+05	  +1.1231000000000000E+05	
  +1.2125000000000000E+01	  +3.5252463342841700E+01	  +1.4017360236584503E+02	  +1.0140970661375500E+05	  +1.1231000000000000E+05	
  +1.2250000000000000E+01	  +3.5252463248631287E+01	  +1.4017360234215192E+02	  +1.0140970635181360E+05	  +1.1231000000000000E+05	
  +1.2375000000000000E+01	  +3.5252462289192401E+01	  +1.4017360210086125E+02	  +1.0140970305986592E+05	  +1.1231000000000000E+05	
  +1.2500000000000000E+01	  +3.5252462232622207E+01	  +1.4017360208663433E+02	  +1.0140970296152896E+05	  +1.1231000000000000E+05	
  +1.2625000000000000E+01	  +3.5252462240918618E+01	  +1.4017360208872080E+02	  +1.0140970311815606E+05	  +1.1231000000000000E+05	
  +1.2750000000000000E+01	  +3.5252462363298683E+01	  +1.4017360211949833E+02	  +1.0140970348611849E+05	  +1.1231000000000000E+05	
  +1.2875000000000000E+01	  +3.5252462419966996E+01	  +1.4017360213374994E+02	  +1.0140970371223868E+05	  +1.1231000000000000E+05	
  +1.3000000000000000E+01	  +3.5252462430388576E+01	  +1.4017360213637087E+02	  +1.0140970358479148E+05	  +1.1231000000000000E+05	
  +1.3125000000000000E+01	  +3.5252462398085768E+01	  +1.4017360212824698E+02	  +1.0140970346204581E+05	  +1.1231000000000000E+05	
  +1.3250000000000000E+01	  +3.5252463342843242E+01	  +1.4017360236584543E+02	  +1.0140970661375957E+05	  +1.1231000000000000E+05	
  +1.3375000000000000E+01	  +3.5252463248631493E+01	  +1.4017360234215198E+02	  +1.0140970635181232E+05	  +1.1231000000000000E+05	
  +1.3500000000000000E+01	  +3.5252462289191612E+01	  +1.4017360210086105E+02	  +1.0140970305986262E+05	  +1.1231000000000000E+05	
  +1.3625000000000000E+01	  +3.5252462232621610E+01	  +1.4017360208663416E+02	  +1.0140970296152739E+05	  +1.1231000000000000E+05	
  +1.3750000000000000E+01	  +3.5252462240918497E+01	  +1.4017360208872077E+02	  +1.0140970311815664E+05	  +1.1231000000000000E+05	
  +1.3875000000000000E+01	  +3.5252462363299152E+01	  +1.4017360211949844E+02	  +1.0140970348612033E+05	  +1.1231000000000000E+05	
  +1.4000000000000000E+01	  +3.5252462419967294E+01	  +1.4017360213375002E+02	  +1.0140970371223931E+05	  +1.1231000000000000E+05	
  +1.4125000000000000E+01	  +3.5252462430388562E+01	  +1.4017360213637087E+02	  +1.0140970358479102E+05	  +1.1231000000000000E+05	
  +1.4250000000000000E+01	  +3.5252462398085534E+01	  +1.4017360212824693E+02	  +1.0140970346204490E+05	  +1.1231000000000000E+05	
  +1.4375000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375931E+05	  +1.1231000000000000E+05	
  +1.4500000000000000E+01	  +3.5252463248631535E+01	  +1.4017360234215198E+02	  +1.0140970635181268E+05	  +1.1231000000000000E+05	
  +1.4625000000000000E+01	  +3.5252462289191726E+01	  +1.4017360210086107E+02	  +1.0140970305986304E+05	  +1.1231000000000000E+05	
  +1.4750000000000000E+01	  +3.5252462232621681E+01	  +1.4017360208663419E+02	  +1.0140970296152750E+05	  +1.1231000000000000E+05	
  +1.4875000000000000E+01	  +3.5252462240918462E+01	  +1.4017360208872074E+02	  +1.0140970311815642E+05	  +1.1231000000000000E+05	
  +1.5000000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612014E+05	  +1.1231000000000000E+05	
  +1.5125000000000000E+01	  +3.5252462419967266E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +1.5250000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +1.5375000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +1.5500000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +1.5625000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181261E+05	  +1.1231000000000000E+05	
  +1.5750000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986298E+05	  +1.1231000000000000E+05	
  +1.5875000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +1.6000000000000000E+01	  +3.5252462240918462E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +1.6125000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +1.6250000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +1.6375000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +1.6500000000000000E+01	  +3.5252462398085555E+01	  +1.4017360212824693E+02	  +1.0140970346204497E+05	  +1.1231000000000000E+05	
  +1.6625000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +1.6750000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +1.6875000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +1.7000000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +1.7125000000000000E+01	  +3.5252462240918462E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +1.7250000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +1.7375000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +1.7500000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +1.7625000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +1.7750000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +1.7875000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +1.8000000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +1.8125000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +1.8250000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +1.8375000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +1.8500000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +1.8625000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +1.8750000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +1.8875000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +1.9000000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +1.9125000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +1.9250000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +1.9375000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +1.9500000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +1.9625000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +1.9750000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +1.9875000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +2.0000000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +2.0125000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +2.0250000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +2.0375000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +2.0500000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +2.0625000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +2.0750000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +2.0875000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +2.1000000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +2.1125000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +2.1250000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +2.1375000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +2.1500000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +2.1625000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +2.1750000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +2.1875000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +2.2000000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +2.2125000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +2.2250000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +2.2375000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +2.2500000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +2.2625000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +2.2750000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +2.2875000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +2.3000000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +2.3125000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +2.3250000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +2.3375000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +2.3500000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +2.3625000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +2.3750000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +2.3875000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +2.4000000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +2.4125000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +2.4250000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +2.4375000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +2.4500000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +2.4625000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +2.4750000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +2.4875000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +2.5000000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +2.5125000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +2.5250000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +2.5375000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +2.5500000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +2.5625000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +2.5750000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +2.5875000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +2.6000000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +2.6125000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +2.6250000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +2.6375000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +2.6500000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +2.6625000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +2.6750000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +2.6875000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +2.7000000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +2.7125000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +2.7250000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +2.7375000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +2.7500000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +2.7625000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +2.7750000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +2.7875000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +2.8000000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +2.8125000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +2.8250000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +2.8375000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +2.8500000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +2.8625000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +2.8750000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +2.8875000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +2.9000000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +2.9125000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +2.9250000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +2.9375000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +2.9500000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +2.9625000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +2.9750000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +2.9875000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +3.0000000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +3.0125000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +3.0250000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +3.0375000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +3.0500000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +3.0625000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +3.0750000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +3.0875000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +3.1000000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
  +3.1125000000000000E+01	  +3.5252462398085562E+01	  +1.4017360212824693E+02	  +1.0140970346204498E+05	  +1.1231000000000000E+05	
  +3.1250000000000000E+01	  +3.5252463342843093E+01	  +1.4017360236584537E+02	  +1.0140970661375929E+05	  +1.1231000000000000E+05	
  +3.1375000000000000E+01	  +3.5252463248631528E+01	  +1.4017360234215198E+02	  +1.0140970635181262E+05	  +1.1231000000000000E+05	
  +3.1500000000000000E+01	  +3.5252462289191712E+01	  +1.4017360210086107E+02	  +1.0140970305986299E+05	  +1.1231000000000000E+05	
  +3.1625000000000000E+01	  +3.5252462232621674E+01	  +1.4017360208663419E+02	  +1.0140970296152751E+05	  +1.1231000000000000E+05	
  +3.1750000000000000E+01	  +3.5252462240918469E+01	  +1.4017360208872074E+02	  +1.0140970311815645E+05	  +1.1231000000000000E+05	
  +3.1875000000000000E+01	  +3.5252462363299095E+01	  +1.4017360211949844E+02	  +1.0140970348612015E+05	  +1.1231000000000000E+05	
  +3.2000000000000000E+01	  +3.5252462419967273E+01	  +1.4017360213374999E+02	  +1.0140970371223928E+05	  +1.1231000000000000E+05	
  +3.2125000000000000E+01	  +3.5252462430388583E+01	  +1.4017360213637087E+02	  +1.0140970358479113E+05	  +1.1231000000000000E+05	
